gender,age,gross_income,segment,num_credit_cards,tiprel_1mes,ind_actividad_cliente,num_Products,num_loans,duration
F,51 years,$ 165115.59,Individuals,0,A,1,3,0,5991
M,52 years,$ 55504.32,Individuals,1,A,1,6,0,4147
M,44 years,$ 73317.66,Individuals,0,A,1,4,0,1231
F,33 years,$ 178894.44,College_Graduated,0,A,1,5,0,1416
F,46 years,$ 50407.11,Individuals,0,I,0,0,0,1383
M,73 years,$ 226761.09,Individuals,0,A,1,2,0,4220
M,73 years,$ 384389.4,VIP,0,A,1,3,0,6117
M,21 years,$ 61064.79,College_Graduated,0,I,0,1,0,688
F,70 years,$ 66640.08,Individuals,0,I,0,0,0,3380
M,25 years,$ 47814.69,College_Graduated,0,A,1,1,0,1074
F,24 years,$ 125988.72,College_Graduated,0,I,0,1,0,1797
M,61 years,$ 39748.5,Individuals,0,I,0,0,0,5379
F,23 years,$ 566221.5,College_Graduated,0,A,1,2,0,1406
M,49 years,$ 94707.63,Individuals,0,I,0,0,0,1938
F,46 years,$ 173400.48,VIP,0,A,1,2,0,1094
M,23 years,$ 53152.83,College_Graduated,0,A,1,1,0,705
F,9 years,$ 52790.79,Individuals,0,A,1,1,0,1404
F,41 years,$ 120457.26,Individuals,0,A,1,1,0,2357
M,21 years,$ 62708.34,College_Graduated,0,I,0,1,0,794
F,55 years,$ 105510.33,Individuals,0,A,1,2,0,3313
M,44 years,$ 184368.54,Individuals,0,A,0,1,0,4489
F,42 years,$ 98915.85,Individuals,0,A,1,2,0,4805
M,35 years,$ 106912.2,Individuals,0,A,1,2,0,570
F,40 years,$ 162014.4,Individuals,0,I,0,2,0,5480
F,50 years,$ 165919.71,VIP,0,A,1,2,0,372
F,24 years,$ 55358.01,College_Graduated,0,I,0,1,0,1397
F,23 years,$ 66537.9,College_Graduated,0,A,1,2,0,1796
F,47 years,$ 133787.55,Individuals,0,A,1,5,0,6505
F,24 years,$ 53382.15,College_Graduated,0,I,0,1,0,1753
F,32 years,$ 93434.01,Individuals,0,A,1,1,0,1203
F,59 years,$ 177005.76,VIP,0,A,1,7,0,3776
F,62 years,$ 130875.84,Individuals,0,I,0,2,0,4281
M,56 years,$ 104169.6,Individuals,0,I,0,1,0,7011
F,38 years,$ 125454.99,Individuals,0,A,1,1,0,989
F,27 years,$ 47102.19,College_Graduated,0,I,0,1,0,1424
F,46 years,$ 230180.88,Individuals,0,A,1,3,0,6858
F,23 years,$ 36068.04,College_Graduated,0,I,0,1,0,1398
M,53 years,$ 504390.15,Individuals,0,I,0,1,0,412
M,47 years,$ 171456.75,Individuals,1,A,1,8,0,6761
F,24 years,$ 73798.35,College_Graduated,0,I,0,1,0,1881
M,56 years,$ 78838.77,VIP,1,A,1,4,0,5347
M,29 years,$ 49046.85,Individuals,0,I,1,1,0,542
F,52 years,$ 93670.32,Individuals,0,A,1,3,0,4850
F,30 years,$ 35918.28,College_Graduated,0,I,0,1,0,1446
F,29 years,$ 89039.76,College_Graduated,0,I,0,1,0,1805
M,42 years,$ 224784.24,Individuals,1,A,1,3,0,5144
F,50 years,$ 76556.67,Individuals,0,A,0,2,1,3434
F,36 years,$ 67215.72,Individuals,0,A,1,1,0,615
M,21 years,$ 118028.64,College_Graduated,0,I,0,1,0,733
F,61 years,$ 95536.71,Individuals,0,I,0,0,0,5613
F,29 years,$ 103991.4,Individuals,0,I,1,1,0,803
M,29 years,$ 71752.62,Individuals,0,I,0,1,0,2896
F,44 years,$ 470732.22,Individuals,0,A,1,4,0,4542
F,40 years,$ 206343.15,Individuals,0,I,0,0,0,4492
F,49 years,$ 108288.51,Individuals,0,A,1,5,0,5184
F,54 years,$ 167216.82,Individuals,1,A,1,4,0,5639
M,44 years,$ 202350.81,VIP,1,A,1,4,0,6123
M,31 years,$ 52274.82,College_Graduated,0,A,1,1,0,1056
M,21 years,$ 63224.01,College_Graduated,0,I,0,1,0,720
M,39 years,$ 91965.18,Individuals,0,A,1,3,0,5661
F,47 years,$ 96656.61,Individuals,0,I,0,0,0,1707
M,26 years,$ 133697.52,College_Graduated,0,A,0,1,0,1832
M,56 years,$ 111642.57,VIP,0,A,1,4,0,6411
F,42 years,$ 61540.68,Individuals,0,I,0,2,0,3637
F,22 years,$ 259179.81,College_Graduated,0,A,1,1,0,1105
M,38 years,$ 135359.76,Individuals,0,A,1,2,0,4701
F,26 years,$ 48869.43,Individuals,0,I,0,0,0,1278
M,14 years,$ 103023.09,Individuals,0,A,1,1,0,3541
F,45 years,$ 132687.45,Individuals,0,A,1,3,0,3167
M,14 years,$ 135499.74,Individuals,0,I,0,1,0,4395
F,38 years,$ 3895344.87,Individuals,0,A,1,1,0,2889
M,71 years,$ 60315.36,Individuals,0,A,1,3,0,4762
M,23 years,$ 169065.15,College_Graduated,0,A,1,1,0,1153
M,47 years,$ 271914.3,Individuals,0,A,1,4,0,6434
M,22 years,$ 179524.59,College_Graduated,0,I,0,1,0,1070
F,70 years,$ 224857.71,Individuals,0,I,1,2,0,916
F,42 years,$ 241203.66,VIP,1,A,1,10,0,5870
F,60 years,$ 73352.1,Individuals,0,I,1,2,0,4595
F,41 years,$ 220830.18,Individuals,0,I,0,0,0,4534
F,53 years,$ 137969.67,Individuals,0,A,1,4,1,6803
F,38 years,$ 265868.76,Individuals,0,A,1,1,0,781
F,23 years,$ 69274.65,College_Graduated,0,I,0,1,0,1833
M,72 years,$ 53536.71,Individuals,0,I,0,1,0,2081
F,48 years,$ 227620.23,Individuals,0,I,1,1,0,3778
M,24 years,$ 167891.79,College_Graduated,0,A,0,0,0,1396
F,37 years,$ 75149.58,VIP,0,A,1,5,0,4239
M,26 years,$ 57161.79,College_Graduated,0,I,0,1,0,1049
F,26 years,$ 119037.51,College_Graduated,0,I,0,1,0,1420
M,27 years,$ 105829.2,College_Graduated,0,I,0,1,0,1461
M,23 years,$ 161395.32,College_Graduated,0,I,0,1,0,1448
F,50 years,$ 176172.39,Individuals,0,A,1,4,0,4672
M,46 years,$ 178913.49,VIP,1,A,1,12,0,5709
F,18 years,$ 351599.7,Individuals,0,A,1,1,0,3315
F,58 years,$ 163627.26,Individuals,0,I,0,1,0,5417
M,14 years,$ 61651.65,Individuals,0,A,1,1,0,4948
M,45 years,$ 139451.4,Individuals,0,A,1,1,0,3968
M,53 years,$ 491109.96,VIP,0,A,1,5,0,6688
F,56 years,$ 142338.63,Individuals,0,A,1,2,0,6417
M,51 years,$ 84791.07,Individuals,0,A,1,1,1,3226
F,24 years,$ 46999.56,College_Graduated,0,I,0,1,0,1474
F,44 years,$ 41193.69,Individuals,0,A,0,0,0,6467
M,20 years,$ 422621.43,College_Graduated,0,I,0,0,0,374
F,31 years,$ 57951.69,College_Graduated,0,A,1,1,0,1753
F,42 years,$ 72785.4,Individuals,0,I,0,2,0,6299
M,27 years,$ 87641.28,College_Graduated,0,I,0,1,0,662
F,36 years,$ 137268.72,Individuals,0,I,1,3,0,4017
F,27 years,$ 118095.69,College_Graduated,0,I,0,1,0,1502
F,39 years,$ 165032.49,Individuals,0,I,0,0,0,444
M,43 years,$ 108607.14,Individuals,0,I,0,0,0,1668
M,57 years,$ 165111.84,VIP,1,A,1,7,0,6873
M,31 years,$ 60541.98,College_Graduated,0,A,1,3,0,703
F,48 years,$ 47423.16,Individuals,0,I,1,1,0,4037
M,26 years,$ 205555.11,College_Graduated,0,I,0,1,0,1381
M,57 years,$ 293918.31,Individuals,0,I,0,1,0,4288
F,46 years,$ 95826.24,Individuals,0,A,1,2,0,612
M,24 years,$ 54129.45,College_Graduated,0,I,0,1,0,1056
F,53 years,$ 148794.33,Individuals,0,I,0,2,0,5415
F,64 years,$ 62904.06,VIP,1,A,1,3,0,4909
M,43 years,$ 116235.03,Individuals,0,I,0,2,0,5360
F,49 years,$ 189948.0,Individuals,0,A,1,1,0,900
M,21 years,$ 105000.39,College_Graduated,0,I,1,1,0,724
F,43 years,$ 168319.68,VIP,0,A,1,4,0,3303
F,54 years,$ 69917.25,Individuals,0,I,0,0,0,1819
M,38 years,$ 74547.75,Individuals,0,A,1,1,0,704
F,40 years,$ 220385.25,Individuals,0,A,1,1,0,3680
F,24 years,$ 72666.96,College_Graduated,0,I,1,2,0,4167
M,22 years,$ 150450.12,College_Graduated,0,I,0,1,0,1133
F,46 years,$ 118234.53,Individuals,1,A,1,7,0,5613
M,41 years,$ 84852.9,Individuals,0,A,1,1,0,923
F,20 years,$ 59875.35,College_Graduated,0,I,0,1,0,404
M,26 years,$ 214891.74,College_Graduated,0,I,0,1,0,1798
M,35 years,$ 55710.54,Individuals,0,A,1,1,0,1067
F,43 years,$ 48947.76,Individuals,0,A,1,2,0,3721
M,60 years,$ 139181.07,Individuals,0,A,1,2,0,4517
M,22 years,$ 118542.27,College_Graduated,0,A,1,1,0,1096
M,62 years,$ 176396.25,Individuals,0,A,1,2,0,5024
M,24 years,$ 78052.44,College_Graduated,0,I,0,1,0,1523
M,42 years,$ 156219.63,Individuals,0,A,1,1,0,4449
F,24 years,$ 75811.68,College_Graduated,0,I,0,1,0,1504
M,40 years,$ 52321.17,Individuals,0,I,0,0,0,1623
M,60 years,$ 179874.72,Individuals,0,I,0,3,0,5751
F,21 years,$ 39021.9,College_Graduated,0,A,1,2,0,5097
M,36 years,$ 110581.71,Individuals,0,I,0,1,0,1753
M,23 years,$ 167467.92,College_Graduated,0,I,0,1,0,1511
M,58 years,$ 45504.27,Individuals,0,I,0,1,0,1753
F,53 years,$ 96699.0,Individuals,0,I,0,0,0,5799
F,54 years,$ 416216.82,Individuals,0,I,0,0,0,7026
M,62 years,$ 124020.87,Individuals,0,I,0,0,0,5419
F,25 years,$ 92824.89,College_Graduated,0,I,0,1,0,1452
M,23 years,$ 158853.48,College_Graduated,0,A,1,1,0,1515
F,33 years,$ 75934.47,College_Graduated,0,I,0,1,0,1370
F,38 years,$ 48058.38,Individuals,0,I,0,2,0,5401
F,68 years,$ 138084.42,Individuals,0,I,0,0,0,2292
M,51 years,$ 170024.16,Individuals,0,A,1,2,0,881
M,70 years,$ 213044.91,Individuals,0,I,0,0,0,3286
F,23 years,$ 327662.55,College_Graduated,0,I,0,0,0,1474
F,32 years,$ 125857.71,College_Graduated,0,A,1,2,0,3559
F,40 years,$ 60879.09,Individuals,0,I,0,1,0,3602
M,47 years,$ 74968.74,Individuals,0,I,0,0,0,4442
F,48 years,$ 82020.0,Individuals,0,A,0,1,0,4607
F,45 years,$ 100428.42,Individuals,0,A,1,2,0,1510
F,82 years,$ 108259.02,VIP,1,A,1,7,0,4252
M,42 years,$ 131934.75,Individuals,1,A,1,5,0,2029
M,23 years,$ 225094.35,Individuals,0,A,1,1,0,573
M,36 years,$ 72988.08,Individuals,0,I,0,0,0,2167
F,33 years,$ 36529.23,Individuals,0,A,1,4,0,2181
F,13 years,$ 371105.4,Individuals,0,I,0,0,0,1046
M,22 years,$ 163878.03,College_Graduated,0,A,1,1,0,1081
M,32 years,$ 131973.69,Individuals,0,A,1,1,0,492
F,47 years,$ 65479.47,Individuals,0,A,1,1,0,1753
F,34 years,$ 290894.85,Individuals,0,A,0,0,0,4440
M,44 years,$ 95955.39,Individuals,1,A,1,4,0,1773
M,48 years,$ 202408.83,VIP,0,A,1,2,0,2875
F,23 years,$ 96469.29,College_Graduated,0,A,1,1,0,1061
F,29 years,$ 45974.13,College_Graduated,0,I,0,1,0,1777
F,68 years,$ 97926.39,Individuals,0,I,0,1,0,2823
M,21 years,$ 96469.68,College_Graduated,0,I,0,1,0,1081
F,45 years,$ 107979.96,Individuals,0,A,1,2,0,6306
F,49 years,$ 58955.37,Individuals,0,I,0,1,0,3959
F,23 years,$ 62053.23,College_Graduated,0,I,1,2,0,1511
M,43 years,$ 123097.89,Individuals,0,I,0,0,0,1054
M,24 years,$ 78266.22,College_Graduated,0,A,1,1,0,1157
M,43 years,$ 53359.17,Individuals,0,A,1,6,1,4315
F,23 years,$ 78729.57,College_Graduated,0,I,0,1,0,1082
F,41 years,$ 103335.12,VIP,0,A,1,6,1,6059
F,38 years,$ 45176.1,Individuals,0,A,1,2,0,4486
M,48 years,$ 45063.87,Individuals,0,I,0,0,0,3672
F,22 years,$ 472568.49,College_Graduated,0,A,1,1,0,1512
F,24 years,$ 259185.24,College_Graduated,0,I,0,1,0,1525
F,51 years,$ 602470.53,Individuals,0,I,0,0,0,6094
F,54 years,$ 73328.1,Individuals,0,A,1,5,0,6319
F,24 years,$ 202459.05,College_Graduated,0,I,1,1,0,1879
F,53 years,$ 281334.24,Individuals,0,I,1,1,0,7879
F,25 years,$ 158491.5,College_Graduated,0,I,0,0,0,705
F,35 years,$ 66469.23,Individuals,0,A,1,1,0,1819
M,25 years,$ 184996.44,College_Graduated,0,I,0,0,0,1033
M,73 years,$ 339221.88,Individuals,0,I,1,1,0,894
M,25 years,$ 217283.82,College_Graduated,0,I,0,1,0,1413
M,24 years,$ 303960.66,College_Graduated,0,I,0,1,0,1859
F,24 years,$ 140323.35,College_Graduated,0,I,0,1,0,774
F,41 years,$ 215805.9,VIP,0,A,1,4,0,5829
M,22 years,$ 39815.55,College_Graduated,0,I,1,1,0,790
F,44 years,$ 203057.61,Individuals,0,I,0,1,0,5553
F,46 years,$ 607749.39,Individuals,0,I,0,0,0,6236
F,67 years,$ 74058.51,Individuals,0,I,0,0,0,4006
F,67 years,$ 129207.21,Individuals,0,A,1,2,0,5515
F,53 years,$ 73511.22,Individuals,0,A,1,2,0,2874
M,23 years,$ 188540.46,College_Graduated,0,I,0,0,0,727
F,40 years,$ 111042.42,Individuals,0,A,1,1,0,3688
F,53 years,$ 82708.95,Individuals,0,I,0,0,0,817
F,24 years,$ 200889.42,College_Graduated,0,I,0,1,0,1062
M,46 years,$ 160326.45,Individuals,0,A,1,8,1,5865
F,60 years,$ 81303.3,VIP,0,A,1,1,0,2309
M,64 years,$ 192453.96,Individuals,0,I,0,1,0,2896
M,51 years,$ 83091.81,Individuals,0,I,0,0,0,2967
M,87 years,$ 265344.63,Individuals,0,A,1,2,0,6513
F,42 years,$ 148651.44,Individuals,0,A,1,8,0,6395
F,28 years,$ 96756.54,College_Graduated,0,I,0,1,0,773
M,32 years,$ 65643.18,Individuals,0,A,1,1,0,1172
M,47 years,$ 74164.08,Individuals,0,A,1,2,0,6110
F,65 years,$ 266126.25,Individuals,0,I,0,1,0,4070
F,76 years,$ 125524.44,Individuals,0,A,1,2,0,6498
M,22 years,$ 24073.92,College_Graduated,0,A,0,1,0,1504
M,20 years,$ 105494.37,College_Graduated,0,I,0,1,0,657
F,44 years,$ 94704.3,Individuals,0,A,1,2,0,380
F,26 years,$ 66378.78,College_Graduated,0,I,0,1,0,1815
M,43 years,$ 123547.17,Individuals,0,I,0,1,0,3097
F,22 years,$ 96542.46,Individuals,0,I,0,0,0,1045
F,56 years,$ 302196.51,Individuals,0,A,1,0,0,944
F,25 years,$ 45804.72,College_Graduated,0,I,0,1,0,1739
M,76 years,$ 368522.16,Individuals,0,I,1,1,0,2049
M,23 years,$ 41043.69,College_Graduated,0,I,1,1,0,1507
F,67 years,$ 106565.22,Individuals,0,I,0,2,0,4379
M,49 years,$ 53229.54,Individuals,0,A,1,1,0,5771
M,22 years,$ 59723.28,College_Graduated,0,I,0,1,0,1110
F,56 years,$ 204072.87,VIP,1,A,1,7,0,6101
M,34 years,$ 127022.25,Individuals,0,A,1,1,0,3248
M,44 years,$ 39149.28,Individuals,0,A,1,3,0,2879
F,48 years,$ 357351.96,VIP,0,A,1,2,0,7394
F,15 years,$ 300755.46,Individuals,0,A,1,1,0,1545
F,34 years,$ 394367.43,Individuals,0,A,1,3,0,2635
F,24 years,$ 91406.4,College_Graduated,0,I,0,1,0,1419
M,51 years,$ 99371.4,Individuals,0,I,0,1,0,4555
M,42 years,$ 125868.54,Individuals,0,I,0,0,0,3341
M,22 years,$ 35353.56,College_Graduated,0,I,0,1,0,1075
F,36 years,$ 46688.37,Individuals,0,I,0,0,0,2201
F,73 years,$ 68256.12,Individuals,0,I,0,0,0,5478
M,56 years,$ 74288.7,Individuals,0,I,0,0,0,1594
F,22 years,$ 74943.54,College_Graduated,0,I,0,0,0,1412
M,39 years,$ 113133.96,Individuals,0,A,1,1,0,571
F,42 years,$ 46768.74,VIP,1,A,1,8,0,5445
M,59 years,$ 65799.75,Individuals,0,I,0,0,0,3331
M,24 years,$ 82141.35,College_Graduated,0,I,0,1,0,1733
M,39 years,$ 168268.38,Individuals,0,A,1,2,0,5049
F,34 years,$ 51628.98,Individuals,0,A,1,1,0,1749
M,42 years,$ 64937.7,Individuals,0,A,1,5,0,4485
F,28 years,$ 120155.28,College_Graduated,0,I,0,1,0,1083
M,55 years,$ 334824.51,VIP,0,A,1,3,0,2398
M,50 years,$ 230630.28,Individuals,0,A,1,3,0,6311
M,28 years,$ 122022.15,College_Graduated,0,I,0,1,0,1818
F,41 years,$ 163554.33,Individuals,0,I,0,1,0,4191
M,23 years,$ 110318.91,College_Graduated,0,A,1,1,0,1515
M,28 years,$ 46411.62,College_Graduated,0,I,0,1,0,1755
F,37 years,$ 91014.75,Individuals,0,I,0,0,0,3140
F,32 years,$ 244354.05,College_Graduated,0,I,0,1,0,1735
M,34 years,$ 120627.0,Individuals,0,A,1,1,0,1763
M,45 years,$ 97457.4,Individuals,0,I,0,0,0,3596
F,64 years,$ 148681.8,Individuals,0,I,0,2,0,5736
M,67 years,$ 68051.97,Individuals,0,I,0,0,0,5577
M,22 years,$ 66114.54,College_Graduated,0,A,1,1,0,1839
F,75 years,$ 276022.77,Individuals,0,I,0,1,0,4513
M,40 years,$ 36194.34,Individuals,0,I,0,1,0,901
M,22 years,$ 94256.85,College_Graduated,0,I,0,1,0,1116
F,36 years,$ 117606.75,Individuals,0,I,1,2,0,1588
F,27 years,$ 77435.61,College_Graduated,0,I,0,1,0,1376
M,23 years,$ 119241.36,College_Graduated,0,I,1,1,0,1501
F,32 years,$ 134147.31,Individuals,0,A,1,2,0,2844
M,20 years,$ 128954.04,Individuals,0,A,1,1,0,5266
M,41 years,$ 123149.04,Individuals,0,I,0,1,0,4170
F,47 years,$ 178393.56,Individuals,0,A,0,0,0,4839
F,51 years,$ 123717.93,Individuals,0,I,1,1,0,5431
M,26 years,$ 128299.68,College_Graduated,0,I,0,1,0,1511
F,23 years,$ 87604.89,College_Graduated,0,I,0,1,0,1159
M,89 years,$ 69919.2,Individuals,0,A,1,3,0,5351
F,24 years,$ 53899.23,College_Graduated,0,I,0,1,0,1142
M,20 years,$ 139904.46,College_Graduated,0,I,0,1,0,783
M,22 years,$ 62930.82,College_Graduated,0,I,0,1,0,1158
F,21 years,$ 58843.05,College_Graduated,0,I,0,1,0,775
M,30 years,$ 70096.8,College_Graduated,0,A,1,3,0,655
F,23 years,$ 63424.29,College_Graduated,0,I,0,1,0,1508
F,51 years,$ 256887.48,Individuals,0,A,1,2,0,6656
F,49 years,$ 88514.22,Individuals,0,I,0,0,0,657
M,55 years,$ 143422.8,Individuals,0,I,0,1,0,689
M,56 years,$ 75654.84,Individuals,0,A,1,1,0,1089
F,35 years,$ 149980.47,Individuals,0,A,1,2,0,1431
M,24 years,$ 196216.29,College_Graduated,0,I,0,0,0,1802
F,37 years,$ 124192.92,Individuals,0,A,1,2,0,643
F,24 years,$ 99372.09,College_Graduated,0,I,0,1,0,789
M,24 years,$ 93260.34,College_Graduated,0,I,0,1,0,1399
F,67 years,$ 220259.1,Individuals,0,A,1,1,0,7657
M,55 years,$ 143996.4,Individuals,0,A,1,3,0,5102
F,73 years,$ 176322.6,Individuals,0,A,1,1,0,5840
M,48 years,$ 90179.43,Individuals,0,A,1,1,0,2949
M,54 years,$ 311225.91,Individuals,0,I,0,0,0,5497
F,55 years,$ 77211.54,Individuals,0,A,1,1,0,4596
M,21 years,$ 109915.8,College_Graduated,0,I,0,1,0,726
F,66 years,$ 196890.36,Individuals,0,I,0,1,0,4780
F,20 years,$ 56945.16,College_Graduated,0,A,1,1,0,425
F,23 years,$ 204694.71,College_Graduated,0,I,0,0,0,1314
F,57 years,$ 162434.1,Individuals,0,A,1,3,0,5851
M,23 years,$ 200670.45,College_Graduated,0,I,0,1,0,1507
F,36 years,$ 192730.98,Individuals,0,A,1,1,0,1375
F,20 years,$ 237224.91,College_Graduated,0,A,0,1,0,703
M,27 years,$ 57278.61,College_Graduated,0,I,0,1,0,1782
M,20 years,$ 70733.55,College_Graduated,0,A,1,1,0,423
F,31 years,$ 134470.29,College_Graduated,0,I,0,0,0,1740
F,45 years,$ 30333.93,Individuals,0,I,0,0,0,6453
F,25 years,$ 335199.0,Individuals,0,A,1,1,0,550
F,44 years,$ 43552.41,Individuals,0,I,0,1,0,5920
M,24 years,$ 64292.22,College_Graduated,0,I,0,1,0,775
F,49 years,$ 141250.14,VIP,1,A,1,12,0,5892
F,42 years,$ 63907.26,Individuals,0,I,0,2,0,5774
F,48 years,$ 43120.23,Individuals,0,I,0,1,0,3153
F,44 years,$ 81820.5,Individuals,1,A,1,9,1,5300
F,67 years,$ 134974.41,Individuals,0,I,0,0,0,1752
F,23 years,$ 65419.38,College_Graduated,0,I,0,1,0,1460
F,22 years,$ 195549.57,College_Graduated,0,A,1,1,0,1465
M,24 years,$ 275820.51,College_Graduated,0,I,0,1,0,1872
M,16 years,$ 195628.8,Individuals,0,I,0,0,0,5263
M,21 years,$ 127791.81,College_Graduated,0,A,1,1,0,787
F,82 years,$ 199889.64,Individuals,0,A,1,2,0,3231
F,40 years,$ 62545.68,Individuals,1,A,1,5,0,5466
M,35 years,$ 58956.54,Individuals,0,A,1,2,0,2363
F,57 years,$ 601844.91,Individuals,0,I,0,0,0,5882
M,31 years,$ 111867.6,Individuals,0,I,0,0,0,758
M,21 years,$ 186880.53,College_Graduated,0,I,1,1,0,421
M,51 years,$ 339955.98,Individuals,0,I,0,1,0,3762
F,44 years,$ 44996.4,Individuals,0,A,0,0,0,5759
M,34 years,$ 68169.27,Individuals,0,I,0,0,0,4910
F,55 years,$ 170937.27,VIP,1,A,1,9,0,5987
F,68 years,$ 132085.41,Individuals,0,I,1,1,0,5603
F,24 years,$ 86508.48,College_Graduated,0,I,0,1,0,1874
F,34 years,$ 220483.95,Individuals,0,I,0,0,0,1444
F,63 years,$ 97048.77,Individuals,0,A,0,0,0,5057
M,72 years,$ 229841.49,Individuals,0,I,0,2,0,5550
F,23 years,$ 109796.25,College_Graduated,0,A,1,1,0,1149
M,28 years,$ 49334.01,College_Graduated,0,I,0,1,0,1754
F,48 years,$ 513414.09,Individuals,0,I,0,0,0,3128
F,33 years,$ 51876.93,College_Graduated,0,I,0,1,0,1769
F,67 years,$ 321593.34,Individuals,0,I,0,2,0,5431
M,23 years,$ 69063.39,College_Graduated,0,I,0,1,0,1501
F,77 years,$ 340807.95,Individuals,0,I,0,1,0,5760
F,62 years,$ 150935.07,Individuals,0,A,1,2,0,7762
F,50 years,$ 116031.84,Individuals,1,A,1,8,0,4982
F,49 years,$ 72131.58,Individuals,0,I,0,0,0,4745
F,41 years,$ 145410.99,Individuals,0,A,1,2,0,5818
M,22 years,$ 63108.42,College_Graduated,0,I,0,1,0,1059
M,32 years,$ 234766.53,College_Graduated,0,I,0,1,0,1772
F,29 years,$ 100570.08,College_Graduated,0,I,1,1,0,1103
F,25 years,$ 133200.99,College_Graduated,0,I,0,1,0,1801
F,44 years,$ 98822.91,Individuals,0,I,0,1,0,4344
F,37 years,$ 118621.11,Individuals,0,A,1,4,0,1628
M,16 years,$ 235862.46,Individuals,0,A,1,1,0,4691
F,25 years,$ 138234.12,College_Graduated,0,I,0,1,0,1782
M,31 years,$ 204812.67,College_Graduated,1,A,1,3,0,1545
F,24 years,$ 78338.22,College_Graduated,0,I,0,1,0,1521
M,44 years,$ 128618.01,Individuals,0,A,1,2,0,1007
F,23 years,$ 33586.56,College_Graduated,0,I,0,1,0,1140
F,21 years,$ 46044.15,College_Graduated,0,I,0,1,0,747
M,56 years,$ 71049.0,Individuals,0,I,0,0,0,1248
M,28 years,$ 45702.21,College_Graduated,0,I,0,1,0,1776
F,38 years,$ 90565.89,Individuals,0,I,0,0,0,619
F,88 years,$ 183195.42,Individuals,0,A,1,3,0,872
F,47 years,$ 54116.67,Individuals,0,I,0,1,0,4944
F,74 years,$ 48720.99,Individuals,0,I,1,1,0,2873
M,74 years,$ 103451.79,Individuals,0,A,1,1,0,6450
F,20 years,$ 95990.07,College_Graduated,0,I,0,0,0,421
M,29 years,$ 28922.91,College_Graduated,0,A,1,2,0,941
F,85 years,$ 152377.11,Individuals,0,A,1,2,0,5785
F,61 years,$ 225290.1,Individuals,0,A,1,3,0,4353
M,21 years,$ 106618.86,College_Graduated,0,A,1,2,0,377
F,25 years,$ 106241.46,College_Graduated,0,A,1,1,0,1142
M,26 years,$ 110171.61,College_Graduated,0,I,0,1,0,1084
F,60 years,$ 114672.18,Individuals,0,A,1,5,0,5751
F,56 years,$ 124819.14,Individuals,0,A,1,2,0,5261
F,33 years,$ 64605.78,Individuals,0,A,1,1,0,2106
M,21 years,$ 69801.93,College_Graduated,0,I,1,1,0,692
F,54 years,$ 136481.25,Individuals,0,I,0,2,0,1504
F,52 years,$ 67951.05,Individuals,0,I,0,0,0,5442
F,48 years,$ 123393.66,Individuals,0,I,1,1,0,3040
F,39 years,$ 93926.85,Individuals,1,A,1,3,0,3368
F,51 years,$ 168645.99,Individuals,0,A,1,2,0,1833
M,47 years,$ 159271.05,VIP,0,A,1,1,0,2291
F,45 years,$ 85319.25,Individuals,0,A,1,2,0,5142
M,33 years,$ 296782.62,Individuals,0,I,0,0,0,426
M,22 years,$ 106414.89,College_Graduated,0,I,0,1,0,1096
F,22 years,$ 164964.15,College_Graduated,0,A,1,1,0,1497
F,52 years,$ 160243.38,Individuals,0,A,1,2,0,5519
M,38 years,$ 194055.12,Individuals,0,A,1,2,0,1468
F,47 years,$ 682278.93,Individuals,0,A,1,3,0,7010
F,55 years,$ 128841.33,Individuals,0,A,1,8,0,4000
M,27 years,$ 95452.89,College_Graduated,0,A,1,1,0,1510
M,24 years,$ 88715.37,Individuals,0,I,0,0,0,5137
F,22 years,$ 52847.4,College_Graduated,0,I,0,1,0,1102
M,50 years,$ 199856.25,Individuals,0,A,1,2,0,5107
M,23 years,$ 68722.86,College_Graduated,0,I,0,1,0,698
M,47 years,$ 59361.51,Individuals,0,A,1,1,0,3723
F,51 years,$ 141214.02,Individuals,0,A,1,2,0,6740
M,41 years,$ 137440.77,Individuals,0,A,1,1,0,1815
F,25 years,$ 155432.1,College_Graduated,0,A,1,1,0,1816
M,24 years,$ 51725.28,College_Graduated,0,A,1,2,0,653
M,22 years,$ 53102.91,College_Graduated,0,I,1,1,0,1096
F,21 years,$ 87350.1,College_Graduated,0,A,1,1,0,1019
F,50 years,$ 69108.42,Individuals,0,A,1,1,0,1021
M,51 years,$ 69403.62,Individuals,0,I,0,0,0,797
F,37 years,$ 71146.41,Individuals,0,I,1,1,0,1031
M,27 years,$ 42012.48,College_Graduated,0,I,0,1,0,1807
F,44 years,$ 71371.32,Individuals,0,A,1,2,0,4045
M,32 years,$ 41293.92,College_Graduated,0,I,0,1,0,842
M,36 years,$ 146918.25,Individuals,0,I,0,0,0,3625
F,25 years,$ 63199.32,College_Graduated,0,I,0,1,0,1872
F,46 years,$ 38596.74,Individuals,1,A,1,5,0,3037
F,55 years,$ 92052.36,Individuals,0,A,1,1,0,569
M,77 years,$ 217011.24,VIP,0,A,1,3,0,7388
F,82 years,$ 236940.96,Individuals,0,I,0,0,0,5750
M,43 years,$ 186991.17,VIP,0,A,1,1,0,2232
M,42 years,$ 104250.99,Individuals,0,I,0,1,0,3775
M,26 years,$ 25063.47,College_Graduated,0,I,0,1,0,1802
M,64 years,$ 362533.5,Individuals,0,I,0,0,0,6689
